Viscosity in mN * s * m-2

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
KClO4-NaNO3,0-100,+E,580,720,,0.09139,16891.09,,,,"For 100% NaNO3, the departures from the recommended data set are: 580 K, 0.0%,720 K, -1.9%.",
KClO4-NaNO3,10-90,+E,580,700,,0.09615,17037.53,,,,,
KClO4-NaNO3,22-78,+E,540,700,,0.09095,17723.72,,,,,
KClO4-NaNO3,40-60,+E,540,700,,0.08346,18627.48,,,,,
KClO4-NaNO3,50-50,+E,600,700,,0.07757,19225.8,,,,,
KF,100,+E,1141,1328,1.5%,0.1068,23778.99,,,,,
KF-KPO3,20-80,DP,,,,200.,1173K,,,,,
KF-K2ZrF6,100-0 K2ZrF6,I2,1253,,,1.5659,0.01419,-7.214E-5,,,"For 100% KF, at 1253 K, the departure from the recommended data set is +50%.",
KF-LiF-NaF,42.0-46.5-11.5,+E,770,970,2%,0.02487,37213.12,,,,"KF-LiF-NaF eutectic: Recommended data, new system.",
KF-ZrF4,0.0-33.3 ZrF4,I3,1253.2,,,1.596,-0.003585,0.001687,-2.914E-5,,"Comparison with the recommended data set for KF (0.0% ZrF4) at 1253 K, indicates that the results are approx. 52% too high.",
KI,100,+E,965,1193,1.5%,0.1023,20521.27,,,,,
KNO2,100,+E,686.8,725.4,1.5%,0.1645,14326.26,,,,,
KNO2-NaNO2,0-100,+E,570,610,,0.04561,19916.17,,,,"For 100% NaNO2, the departures from the recommended data set are: 570 K, +0.3%, 610 K, -0.3%.",
KNO2-NaNO2,10-90,+E,580,630,,0.05016,19504.04,,,,,
KNO2-NaNO2,20-80,+E,580,650,,0.06475,18307.82,,,,,
KNO2-NaNO2,30-70,+E,580,670,,0.06095,18660.95,,,,,
KNO2-NaNO2,40-60,+E,580,690,,0.06768,18192.34,,,,,
KNO2-NaNO2,50-50,+E,580,710,,0.07052,18054.26,,,,,
KNO2-NaNO2,60-40,+E,580,710,,0.08506,17158.87,,,,,
KNO2-NaNO2,70-30,+E,620,710,,0.09819,16506.16,,,,,
KNO2-NaNO2,80-20,+E,650,710,,0.1093,16018.71,,,,,
KNO2-NaNO2,90-10,+E,700,730,,0.133,15102.82,,,,,
KNO2-NaNO2,100-0,+E,720,740,,0.1131,16225.82,,,,"For 100% KNO2, the departures from the recommended data set are: 720 K, -5.6%,740 K, -6.4%.",
KNO3,100,+E,615,760,2%,0.07737,18468.48,,,,"Extended to 970 K over the common T range, the two data sets agree to within 0.7%.",
KNO3,100,+E,620,970,1.2%,0.085403,17928.5,,,,"KNO3: Recommended data, shift from previous evaluation.",
KNO3-LiClO4,0-100,+E,540,700,,0.09436,19522.87,,,,"For 100% LiClO4, the results have been advanced as the recommended data set.",
KNO3-LiClO4,16-84,+E,500,700,,0.08119,20213.24,,,,,
KNO3-LiClO4,30-70,+E,580,700,,0.08096,19623.29,,,,,
KNO3-LiClO4,50-50,+E,680,720,,0.07456,19874.33,,,,,
KNO3-LiClO4,70-30,+E,660,700,,0.07664,19455.93,,,,,
KNO3-LiClO4,85-15,+E,680,720,,0.07643,19121.2,,,,,
KNO3-LiClO4,100-0,+E,610,700,,0.07088,18895.26,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -0.4%,700 K, -1.5%.",
KNO3-LiNO3,0-100,+E,550,690,,0.08363,18690.24,,,,"For 100% LiNO3, the departures from the recommended data set are: 550 K, +4.1%, 650 K, +3.7%.",
KNO3-LiNO3,20-80,+E,550,690,,0.08554,17882.72,,,,,
KNO3-LiNO3,40-60,+E,530,690,,0.06555,18924.55,,,,,
KNO3-LiNO3,60-40,+E,530,690,,0.09038,16991.51,,,,,
KNO3-LiNO3,80-20,+E,550,690,,0.09139,17075.19,,,,,
KNO3-LiNO3,100-0,+E,630,690,,0.07375,18665.14,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, -1.5%,690 K, -0.3%.",
KNO3-NaClO4,36-64,+E,680,710,,0.07918,19447.56,,,,,
KNO3-NaClO4,50-50,+E,680,710,,0.07667,19305.3,,,,,
KNO3-NaClO4,70-30,+E,640,710,,0.07574,19050.07,,,,,
KNO3-NaClO4,86-14,+E,600,700,,0.07391,18857.6,,,,,
KNO3-NaClO4,100-0,+E,610,700,,0.07088,18895.26,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -0.4%,700 K, -1.5%.",
KNO3-NaNO3,0-100,+E,600,740,,0.1027,16313.69,,,,"For 100% NaNO3, the departures from the recommended data set are: 600 K, -0.4%, 720 K, 0.0%.",
KNO3-NaNO3,25-75,+E,570,720,,0.098204,16284.4,,,,,
KNO3-NaNO3,50-50,+E,520,720,,0.074755,17878.53,,,,,
KNO3-NaNO3,50-50,P3,570,870,2%,74.249,-0.2745,3.4714E-4,-1.475E-7,,"Equimolar KNO3-NaNO3: Recommended data, shift from previous evaluation, revised temperature range.",
KNO3-NaNO3,75-25,+E,570,720,,0.0871,17326.23,,,,,
KNO3-NaNO3,100-0,+E,630,690,,0.07375,18665.14,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, -1.5%,690 K, -0.3%.",
KNO3-RbNO3,0-100,+E,600,740,,0.13076,16594.02,,,,"For 100% RbNO3, the results are in exact accord with the recommended data set.",
KNO3-RbNO3,25-75,+E,600,740,,0.1172,16824.15,,,,,
KNO3-RbNO3,50-50,+E,580,740,,0.09477,17727.9,,,,,
KNO3-RbNO3,75-25,+E,600,740,,0.07819,18556.35,,,,,
KNO3-RbNO3,100-0,+E,630,690,,0.07375,18665.14,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, -1.5%,690 K, -0.3%.",
KNO3-Sr(NO3)2,77-23,+E,633,693,,0.09363,19614.5,,,,,
KNO3-Sr(NO3)2,82-18,+E,593,693,,0.08515,19546.3,,,,,
KNO3-Sr(NO3)2,86-14,+E,573,693,,0.08821,19067.64,,,,,
KNO3-Sr(NO3)2,89-11,+E,573,693,,0.08561,18849.65,,,,,
KNO3-Sr(NO3)2,95-5,+E,573,693,,0.1018,17385.65,,,,,
KNO3-Sr(NO3)2,100-0,+E,613,693,,0.1,17047.16,,,,"For 100% KNO3, the departures from the recommended data set are: 613 K -2.2%, 693 K 1.0%.",
KOH,100,+E,673,873,1.5%,0.02295,25845.,,,,,
KOH-K2CO3,93.2-6.8,+E,680,860,,0.0250167,25246.26,,,,,
KOH-K2CO3,98.0-2.0,+E,680,860,,0.0337208,23236.65,,,,,
KOH-K2CO3,100-0,+E,673,873,,0.02295,25845.,,,,"For 100% KOH, the results have been advanced as the recommended data set.",
KOH-K2CO3-K2SiO3,96.8-2.0-1.1,+E,730,870,,0.0359149,22914.06,,,,,
KPO3,100,+E,1123,1173,,7.198E-4,120012.52,,,,,
KPO3-NiO,80-20,+E,1123,1173,,0.3773,64564.38,,,,,
KPO3-NiO,85-15,+E,1123,1173,,0.3905,66047.64,,,,,
KPO3-NiO,90-10,+E,1123,1173,,1.24,56792.06,,,,,
KPO3-NiO,95-5,+E,1123,1173,,0.319,69025.44,,,,,
KPO3-NiO,100-0,+E,1123,1173,,7.198E-4,120012.52,,,,"For 100% KPO3, the results have been advanced as the recommended data set.",
KSCN,100,+E,448.8,523.8,3%,0.00858,27003.99,,,,"KSCN: Recommended data, accuracy upgraded.",
KVO3-V2O5,0.0-100.0,DP,,,,26.,1111K,,,,"For 100% V2O5 at 1111 K, the departure from the recommended data set is -8.4%.",
KVO3-V2O5,0.0-100.0,DP,,,,30.,1111K,,,,"For 100% V2O5 at 1111 K, the departure from the recommended data set is +5.6%.",
KVO3-V2O5,9.4-90.6,+E,910,1000,,2.36376,23299.83,,,,,
KVO3-V2O5,18.0-82.0,+E,910,1250,,2.75792,23083.93,,,,,
KVO3-V2O5,50.0-50.0,+E,910,1250,,2.05824,26968.42,,,,,
K2B4O7-NiO,96-4,+E,1123,1173,,0.0326,51024.73,,,,,
K2B4O7-NiO,97-3,+E,1123,1173,,0.01257,58764.43,,,,,
K2B4O7-NiO,98-2,+E,1123,1173,,0.006052,64260.62,,,,,
K2B4O7-NiO,99-1,+E,1123,1173,,0.002249,71960.15,,,,,
K2CO3,100,+E,1186,1234,3%,0.18751,27037.88,,,,"Measurements were extended to include NaCl. Comparison with the recommended NaCl data base shows excellent agreement (i.e., +- 1%).",
K2CO3-Li2CO3,0-100,+E,1023,1173,,0.22196,28787.66,,,,"For 100% Li2CO3, the departures from the recommended data set are: 1020 K, +33%, 1170 K, +26%.",
K2CO3-Li2CO3,5-95,+E,1023,1173,,0.20308,29167.57,,,,,
K2CO3-Li2CO3,10-90,+E,1023,1173,,0.14502,31389.31,,,,,
K2CO3-Li2CO3,15-85,+E,973,1173,,0.14066,31201.03,,,,,
K2CO3-Li2CO3,20-80,+E,973,1173,,0.12576,31729.06,,,,,
K2CO3-Li2CO3,25-75,+E,973,1173,,0.11169,32437.,,,,,
K2CO3-Li2CO3,30-70,+E,973,1173,,0.10688,32538.68,,,,,
K2CO3-Li2CO3,40-60,+E,973,1173,,0.091341,33414.4,,,,,
K2CO3-Li2CO3,50-50,+E,973,1173,,0.084873,33631.55,,,,,
K2CO3-Li2CO3,60-40,+E,973,1173,,0.088309,33045.78,,,,,
K2CO3-Li2CO3,70-30,+E,973,1173,,0.10234,31651.65,,,,,
K2CO3-Li2CO3,80-20,+E,1023,1173,,0.12115,30284.72,,,,,
K2CO3-Li2CO3,90-10,+E,1123,1173,,0.21769,24932.87,,,,,
K2CO3-Li2CO3-Na2CO3,25.0-43.5-31.5,+E,773,1140,3%,0.10121,33395.15,,,,"K2CO3-Li2CO3-Na2CO3 eutectic: Recommended data, shift from previous evaluation.",
K2CO3-Na2CO3,20-80,+E,1023,1173,,0.16522,29465.06,,,,"For 100% Na2CO3, at 1160 K, the departure from the recommended data set is -0.8%.",
K2CO3-Na2CO3,30-70,+E,1020,1180,,0.173835,28951.25,,,,,
K2CO3-Na2CO3,40-60,+E,1020,1180,,0.188624,28097.7,,,,,
K2CO3-Na2CO3,50-50,+E,1020,1180,,0.195419,27547.5,,,,,
K2CO3-Na2CO3,60-40,+E,1020,1180,,0.208181,26761.73,,,,,
K2CO3-Na2CO3,70-30,+E,1020,1180,,0.203253,26763.4,,,,"For 100% K2CO3, at 1190 K, the departure from the recommended data set is +0.7%.",
K2Cr2O7,100,+E,670,780,3%,0.08051,28782.22,,,,"K2Cr2O7: Recommended data, accuracy upgraded.",
K2MoO4,100,+E,1215,1285,10%,0.289523,21360.1,,,,,
K2TiF6,100,+E,1116,1249,15%,1.891E-5,116425.93,,,,,
K2TiF6-NaCl,27-73,+E,850,1170,,0.127372,25550.02,,,,,
K2TiF6-NaCl,49-51,+E,940,1170,,0.0746756,32134.91,,,,,
K2TiF6-NaCl,69-31,+E,940,1170,,0.091482,33578.42,,,,,
K2TiF6-NaCl,100-0,+E,1116,1249,,1.891E-5,116425.93,,,,"For 100% K2TiF6, the results have been advanced as the recommended data set.",
K2WO4,100,+E,1235,1255,10%,0.07666,36065.43,,,,,
K2ZrF6,100,+E,1073,1253,10%,0.3708,18653.84,,,,,
K2ZrF6-NaCl,0-100,+E,1073,1173,,0.01834,39786.32,,,,"For 100% NaCl, the departures relative to the recommended data set are: 1090 K, +32%, 1140 K, +36%.",
K2ZrF6-NaCl,10-90,+E,1073,1173,,0.103799,25446.26,,,,,
K2ZrF6-NaCl,20-80,+E,1073,1173,,0.126935,25156.3,,,,,
K2ZrF6-NaCl,30-70,+E,1073,1173,,0.115999,26831.6,,,,,
K2ZrF6-NaCl,40-60,+E,1073,1173,,0.149542,25415.71,,,,,
K2ZrF6-NaCl,50-50,+E,1073,1173,,0.0921453,30156.68,,,,,
K2ZrF6-NaCl,60-40,+E,1073,1173,,0.0902533,30819.02,,,,,
K2ZrF6-NaCl,70-30,+E,1073,1173,,0.120674,28473.85,,,,,
K2ZrF6-NaCl,80-20,+E,1073,1173,,0.120613,28690.59,,,,,
K2ZrF6-NaCl,90-10,+E,1073,1173,,0.204751,24113.63,,,,,
K2ZrF6-NaCl,100-0,+E,1073,1253,,0.3708,18653.84,,,,"For 100% K2ZrF6, the results have been advanced as the recommended data set.",
K2ZrF6-Na2B4O7,0-100,+E,1050,1220,,1.27E-5,165346.08,,,,"For 100% Na2B4O7, the results have been advanced as the recommended data set.",
K2ZrF6-Na2B4O7,1.3-98.7,+E,1050,1220,,7.16E-6,173701.67,,,,,
K2ZrF6-Na2B4O7,2.4-97.6,+E,1050,1220,,5.43E-6,177567.75,,,,,
K2ZrF6-Na2B4O7,3.2-96.8,+E,1050,1220,,4.9892E-4,133254.26,,,,,
K2ZrF6-Na2B4O7,4.5-95.5,+E,1050,1220,,1.168E-5,171015.49,,,,,
K2ZrF6-Na2B4O7,5.8-94.2,+E,1050,1220,,1.537E-5,167459.03,,,,,
K2ZrF6-Na2B4O7,8.5-91.5,+E,1050,1220,,9.402E-5,149316.91,,,,,
K2ZrF6-Na2B4O7,12.9-87.1,+E,1050,1220,,3.0055E-4,138028.29,,,,,
LaCl2-LaCl3,0-100,+E,1190,1260,,0.02061,54597.93,,,,"For 100% LaCl3, the results have been advanced as the recommended data set.",
LaCl2-LaCl3,86-14,+E,1150,1260,,0.00733,57765.27,,,,,
LaCl3,100,+E,1183,1276,4%,0.02061,54597.93,,,,,
LaCl3-LiCl,24.2-75.8,+E,1060,1180,,0.06887,30263.38,,,,,
LaCl3-LiCl,49.3-50.7,+E,1060,1180,,0.06486,35221.5,,,,,
LaCl3-LiCl,75.0-25.0,+E,1070,1180,,0.04046,43819.77,,,,,
LaCl3-LiCl,100.00-0.00,+E,1150,1240,,0.00984,61851.01,,,,"For 100% LaCl3, the departures from the recommended data set are: 1190 K, -0.6%, 1240 K, -3.4%.",
LiBr,100,+E,823,1082,1.5%,0.1403,17246.23,,,,,
LiCl,100,+E,894,1113,1%,0.10852,19111.37,,,,,
LiCl-Li2CO3,30-70,+E,1000,1020,,0.0757508,34256.65,,,,,
LiCl-Li2CO3,50-50,+E,892,1020,,0.105124,28716.95,,,,,
LiCl-Li2CO3,60-40,+E,880,1020,,0.107794,26998.97,,,,,
LiCl-Li2CO3,70-30,+E,825,999,,0.0820991,27260.47,,,,,
LiCl-Li2CO3,80-20,+E,840,1020,,0.0982459,24086.02,,,,,
LiCl-Li2CO3,85-15,+E,850,1022,,0.0910034,23301.09,,,,,
LiCl-Li2CO3,90-10,+E,880,1020,,0.114371,20645.46,,,,,
LiCl-MgCl2,0-100,+E,1010,1140,,0.1645,21555.49,,,,"For 100% MgCl2, the departures from the recommended data set are: 1010 K, +4.4%, 1130 K, +1.9%.",
LiCl-MgCl2,28.4-71.6,+E,940,1010,,0.111,22762.6,,,,,
LiCl-MgCl2,49.1-50.9,+E,960,1010,,0.0883,23262.17,,,,,
LiCl-MgCl2,60.0-40.0,+E,930,1030,,0.1295,19736.26,,,,,
LiCl-MgCl2,69.2-30.8,+E,940,1010,,0.2355,14485.67,,,,,
LiCl-MgCl2,77.1-22.9,+E,940,1020,,0.1081,20752.99,,,,,
LiCl-MgCl2,80.7-19.3,+E,940,1020,,0.08025,22683.52,,,,,
LiCl-MgCl2,84.0-16.0,+E,940,1020,,0.09686,21132.48,,,,,
LiCl-MgCl2,90.0-10.0,+E,960,1030,,0.118,19333.33,,,,,
LiCl-MgCl2,92.7-7.3,+E,920,1010,,0.1139,19393.58,,,,,
LiCl-MgCl2,95.3-4.7,+E,930,1000,,0.1692,16057.21,,,,,
LiCl-MgCl2,100-0,+E,920,1020,,0.08139,22363.02,,,,"For 100% LiCl, the departures from the recommended data set are: 930 K, 13.9%,1020 K, 10.6%.",
LiCl-RbCl,0-100,+E,1013,1113,,0.072,24602.33,,,,"For 100% RbCl, the departures from the recommended data set are: 1023 K 3.7%, 1113 K 3.8%.",
LiCl-RbCl,25-75,+E,878,1078,,0.058,25472.62,,,,,
LiCl-RbCl,50-50,+E,883,1088,,0.062,24229.95,,,,,
LiCl-RbCl,75-25,+E,893,1083,,0.084,21171.39,,,,,
LiCl-RbCl,100-0,+E,893,1083,,0.05,25941.23,,,,"For 100% LiCl, the departures from the recommended data set are: 893 K +15.6%,1083 K -1.5%.",
LiCl-ZnCl2,0-100,+E,591,628,,2.6912E-7,114740.59,,,,"For 100% ZnCl2, the results have been advanced as the recommended data set.",
LiCl-ZnCl2,0-100,+E,628,722,,5.30191E-6,99099.28,,,,,
LiCl-ZnCl2,0-100,+E,722,853,,2.8899E-4,75136.27,,,,,
LiCl-ZnCl2,10.9-89.1,+E,577,756,,4.248E-4,65879.02,,,,,
LiCl-ZnCl2,22.4-77.6,+E,566,696,,7.24E-4,57798.74,,,,,
LiCl-ZnCl2,32.3-67.7,+E,557,646,,0.001164,51366.15,,,,,
LiCl-ZnCl2,43.0-57.0,+E,574,618,,0.004129,41895.51,,,,,
LiCl-ZnCl2,47.7-52.3,+E,633,887,,0.07933,24385.6,,,,,
LiCl-ZnCl2,56.3-43.7,+E,694,938,,0.06367,25812.36,,,,,
LiCl-ZnCl2,65.5-34.5,+E,860,949,,0.08751,22255.07,,,,,
LiCl-ZnCl2,83.2-16.8,+E,867,1019,,0.1138,19815.76,,,,,
LiCl-ZnCl2,100.0-0.0,+E,909,1088,,0.118,18889.4,,,,"For 100% LiCl, the departures from the recommended data set are: 910 K, -40%, 1090 K, -32%.",
LiClO3,100,+E,404.9,440,2%,0.001979,32690.14,,,,,
LiClO3-LiNO3,74-26,+E,400,450,,0.00162,35142.,,,,,
LiClO3-LiNO3,79.4-20.6,+E,400,450,,0.001848,34535.31,,,,,
LiClO3-LiNO3,86.9-13.1,+E,400,450,,0.001444,35154.56,,,,,
LiClO3-LiNO3,91.8-8.2,+E,400,450,,0.001201,35489.28,,,,,
LiClO3-LiNO3,97-3,+E,400,450,,0.001811,33489.3,,,,,
LiClO3-LiNO3,100-0,+E,400,450,,0.001979,32690.14,,,,"For 100% LiClO3, the results have been advanced as the recommended data set.",
LiClO4,100,+E,540,700,2%,0.09436,19522.87,,,,,
LiClO4-LiNO3,0-100,+E,550,690,,0.08072,18860.95,,,,"For 100% LiNO3, the departures from the recommended data set are: 540 K, +4.5%, 650 K, +3.5%.",
LiClO4-LiNO3,10-90,+E,550,700,,0.07891,19060.53,,,,,
LiClO4-LiNO3,30-70,+E,510,700,,0.07617,19465.97,,,,,
LiClO4-LiNO3,55-45,+E,470,690,,0.08188,19453.42,,,,,
LiClO4-LiNO3,70-30,+E,490,690,,0.08138,19676.84,,,,,
LiClO4-LiNO3,90-10,+E,510,690,,0.09068,19446.3,,,,,
LiClO4-LiNO3,100-0,+E,540,700,,0.09436,19522.87,,,,"For 100% LiClO4, the results have been advanced as the recommended data set.",
LiClO4-NaNO3,0-100,+E,580,720,,0.09139,16891.09,,,,"For 100% NaNO3, the departures from the recommended data set are: 580 K, 0.0%,720 K, -1.9%.",
LiClO4-NaNO3,10-90,+E,580,700,,0.09091,17405.73,,,,,
LiClO4-NaNO3,28-72,+E,500,700,,0.09824,17594.01,,,,,
LiClO4-NaNO3,60-40,+E,540,700,,0.1016,18075.18,,,,,
LiClO4-NaNO3,78-22,+E,500,680,,0.1021,18284.39,,,,,
LiClO4-NaNO3,90-10,+E,520,680,,0.09817,18786.47,,,,,
LiClO4-NaNO3,100-0,+E,540,700,,0.09436,19522.87,,,,"For 100% LiClO4, the results have been advanced as the recommended data set.",
LiF,100,+E,1125,1317,1.5%,0.18359,21832.02,,,,,
LiF-LiPO3,80-20,DP,,,,150.,1173K,,,,,
LiF-NaF,60-40,+E,973,1073,,0.1164,26811.1,,,,Comparison with the recommended data sets for both NaF and LiF indicates that the results are approx. 18% too high.,
LiF-Na3AlF6,53.9-46.1,+E,1180,1320,,0.00184461,69041.34,,,,,
LiF-Na3AlF6,75.7-24.3,+E,1180,1320,,0.00110691,72254.7,,,,,
LiF-Na3AlF6,87.5-12.5,+E,1180,1320,,0.00254473,64363.55,,,,,
LiF-Na3AlF6,94.9-5.1,+E,1180,1320,,0.0148957,47660.74,,,,,
LiF-Na3AlF6,100-0,+E,1180,1320,,0.130978,26839.97,,,,"For 100% LiF, the departures from the recommended data set are: 1180 K, +25%, 1320 K, +18%.",
LiF-RbF,43-57,+E,773,923,,0.02241,38518.55,,,,"Comparison with the recommended data sets for both LiF and RbF, indicates thatthe results are about 18% too high.",
LiF-UF4,53-47,+E,973,1073,,0.07901,43023.54,,,,"Comparison with the recommended data set for LiF, indicates that the results are about 17% too high.",
LiF-UF4,65-35,+E,873.2,1073.2,,0.1696,36424.84,,,,,
LiF-UF4,80-20,+E,873.2,1073.2,,0.04408,42879.19,,,,,
LiF-UF4,88-12,DP,,,,6.04,1073.2K,,,,,
LiI,100,+E,742,1028,1.5%,0.1265,17386.23,,,,,
LiNO2,100,+E,502.7,527.2,2%,0.002971,34342.85,,,,,
LiNO3,100,+E,540,650,2%,0.0823731,18575.18,,,,,
LiNO3-NaClO4,30-70,+E,660,680,,0.1116,17573.09,,,,,
LiNO3-NaClO4,45-55,+E,540,680,,0.1034,17870.16,,,,,
LiNO3-NaClO4,67-33,+E,500,680,,0.09914,18368.07,,,,,
LiNO3-NaClO4,90-10,+E,540,680,,0.0876,18451.75,,,,,
LiNO3-NaClO4,100-0,+E,540,680,,0.0807,18861.79,,,,"For 100% LiNO3, the departures from the recommended data set are: 540 K, +4.5%, 650 K, +3.5%.",
LiNO3-NaNO3,0-100,+E,600,700,,0.091906,16899.46,,,,"For 100% NaNO3, the departures from the recommended data set are: 550 K, -0.6%, 670 K, -0.7%.",
LiNO3-NaNO3,20-80,+E,580,690,,0.09359,16861.8,,,,,
LiNO3-NaNO3,40-60,+E,530,690,,0.1133,15978.96,,,,,
LiNO3-NaNO3,60-40,+E,530,690,,0.1025,16824.15,,,,,
LiNO3-NaNO3,80-20,+E,530,690,,0.09815,17422.47,,,,,
LiNO3-NaNO3,100-0,+E,550,690,,0.08363,18690.24,,,,"For 100% LiNO3, the departures from the recommended data set are: 550 K, +4.1%, 650 K, +3.7%.",
LiNO3-RbNO3,0-100,+E,600,690,,0.13076,16594.02,,,,"For 100% RbNO3, the results are in exact accord with the recommended data set.",
LiNO3-RbNO3,10-90,+E,550,690,,0.1004,17621.63,,,,,
LiNO3-RbNO3,20-80,+E,530,690,,0.08825,18020.79,,,,,
LiNO3-RbNO3,25-75,+E,500,690,,0.08311,18163.05,,,,,
LiNO3-RbNO3,35-65,+E,500,690,,0.09271,17440.46,,,,,
LiNO3-RbNO3,45-55,+E,500,690,,0.09584,17087.74,,,,,
LiNO3-RbNO3,50-50,+E,500,690,,0.09076,17393.18,,,,,
LiNO3-RbNO3,55-45,+E,500,690,,0.07887,18163.05,,,,,
LiNO3-RbNO3,65-35,+E,530,690,,0.08028,18154.68,,,,,
LiNO3-RbNO3,80-20,+E,550,690,,0.09377,17542.13,,,,,
LiNO3-RbNO3,100-0,+E,550,690,,0.08363,18690.24,,,,"For 100% LiNO3, the departures from the recommended data set are: 550 K, +4.1%, 650 K, +3.7%.",
Li2CO3,100,+E,1019,1197,3%,0.0866,36862.49,,,,Measurements were extended to include 100% NaCl. Comparison with the recommended NaCl data set shows the agreement is within 1%.,
Li2CO3-Na2CO3,10-90,+E,973,1180,,0.20167,27579.72,,,,"For 100% Na2CO3, at 1160 K, the departure from the recommended data set is -0.8%.",
Li2CO3-Na2CO3,20-80,+E,943.2,1180,,0.15131,30013.17,,,,,
Li2CO3-Na2CO3,30-70,+E,970,1180,,0.13848,30785.13,,,,,
Li2CO3-Na2CO3,40-60,+E,970,1180,,0.13743,31015.67,,,,,
Li2CO3-Na2CO3,50-50,+E,970,1180,,0.13196,31562.53,,,,,
Li2CO3-Na2CO3,60-40,+E,970,1180,,0.12768,32003.11,,,,,
Li2CO3-Na2CO3,70-30,+E,970,1180,,0.13047,31942.86,,,,,
Li2CO3-Na2CO3,80-20,+E,1043.2,1180,,0.1362,31732.82,,,,,
Li2CO3-Na2CO3,90-10,+E,1113.2,1180,,0.1591,30775.93,,,,,
Li2CO3-Na2CO3,100-0,+E,1010,1180,,0.21837,28698.95,,,,"For 100% Li2CO3, the departures from the recommended data set are: 1020 K, +33%, 1170 K, +26%.",
Li2MoO4,100,+E,1000,1200,10%,0.219888,29457.11,,,,,
Li2WO4,100,+E,1126,1215,10%,0.02244,55018.85,,,,,
Li3AlF6,100,+E,1180,1340,,0.0224,48079.15,,,,,
Li3AlF6-Na3AlF6,0-100,+E,1320,1430,,0.018175,52430.58,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1320 K, +7.0%, 1390 K, -9.2%.",
Li3AlF6-Na3AlF6,24.5-75.5,+E,1220,1400,,0.02329,48355.3,,,,,
Li3AlF6-Na3AlF6,46.4-53.6,+E,1210,1350,,0.012567,54091.66,,,,,
Li3AlF6-Na3AlF6,83.9-16.1,+E,1180,1400,,0.023883,46577.07,,,,,
MgBr2,100,+E,1040,1220,4%,0.003409,60213.37,,,,,
MgCl2,100,+E,993,1170,1%,0.17939,20558.68,,,,,
MgCl2-NaCl,0-100,DP,,,,1.2,1073K,,,,"For 100% NaCl, compared with the recommended data set, the value at 1073 K is about 15% too high.",
MgCl2-NaCl,10-90,DP,,,,1.19,1073K,,,,,
MgCl2-NaCl,20-80,+E,973,1073,,0.1357,19262.62,,,,,
MgCl2-NaCl,30-70,+E,973,1073,,0.1009,21217.42,,,,,
MgCl2-NaCl,40-60,+E,973,1073,,0.08278,21740.85,,,,,
MgCl2-NaCl,50-50,+E,973,1073,,0.08636,22532.05,,,,,
MgCl2-NaCl,60-40,+E,973,1073,,0.1028,22166.78,,,,,
MgCl2-NaCl,70-30,+E,973,1073,,0.1189,21902.77,,,,,
MgCl2-NaCl,80-20,+E,973,1073,,0.1089,23450.88,,,,,
MgCl2-NaCl,90-10,+E,1023,1073,,0.1451,21741.26,,,,,
MgCl2-NaCl,100-0,+E,1023,1073,,0.1258,23736.65,,,,"For 100% MgCl2, the departures from the recommended data set are: 1023 K, +2%,1073 K, 0.0%.",
MgF2-Na3AlF6,0-100,+E,1273,1323,,0.02656,49263.24,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1273 K, +1.7%, 1323 K, +1.8%.",
MgF2-Na3AlF6,10-90,+E,1273,1323,,0.01806,53459.86,,,,,
MgF2-Na3AlF6,20-80,+E,1273,1323,,0.0175,54447.3,,,,,
MgF2-Na3AlF6,30-70,+E,1273,1323,,0.01807,55275.75,,,,,
MgF2-Na3AlF6,40-60,+E,1273,1323,,0.01971,55882.44,,,,,
MgF2-Na3AlF6,50-50,+E,1273,1323,,0.02542,54907.55,,,,,
N(C3H7)4B(C6H5)4,100,+E,483.5,529.2,,9.287E-4,37225.67,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C3H7)4BF4,100,+E,522.8,546.7,,0.006663,25259.23,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C3H7)4PF6,100,+E,517.5,541.9,,0.005752,27033.28,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C3H7)4SCN,100,+E,330,380,,2.48274E-5,44100.1,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C4H9)4B(C6H5)4,100,+E,516.8,541.8,,0.001588,34455.82,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C4H9)4BF4,100,+E,435.4,539.1,,0.002222,30313.59,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C4H9)4PF6,100,+E,529.4,554.1,,0.003173,29953.76,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
N(C5H11)4SCN,100,+E,325.2,383.2,10%,2.512E-5,44146.12,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
