Density in g * cm-3

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
NaCl-Na2TiF6,5-95,P1,1030,1110,,3.0734,-7.9E-4,,,,,
NaCl-Na2TiF6,10-90,P1,970,1110,,3.143,-8.88E-4,,,,,
NaCl-Na2TiF6,15-85,P1,970,1110,,3.135,-9.24E-4,,,,,
NaCl-Na2TiF6,20-80,P1,970,1110,,3.0928,-9.341E-4,,,,,
NaCl-Na2TiF6,25-75,P1,970,1110,,2.9338,-8.241E-4,,,,,
NaCl-Na2TiF6,30-70,P1,970,1110,,2.8866,-8.26E-4,,,,,
NaCl-Na2TiF6,35-65,P1,970,1110,,2.8165,-8.081E-4,,,,,
NaCl-Na2TiF6,40-60,P1,970,1110,,2.808,-8.38E-4,,,,,
NaCl-Na2TiF6,50-50,P1,970,1110,,2.6838,-7.96E-4,,,,,
NaCl-Na2TiF6,60-40,P1,970,1110,,2.906,-0.0011,,,,,
NaCl-Na2TiF6,70-30,P1,970,1110,,2.3184,-5.7E-4,,,,,
NaCl-Na2ZrF6,100-0 Na2ZrF6,I2,1173,,,1.4759,0.00643,4.4E-5,,,"For 100% Na2ZrF6 at 1173 K, the value has been advanced as the recommended data set. For 100% NaCl at 1173 K, the departure from the recommended data set is -1.5%.",
NaCl-Na3AlF6,50-100 Na3AlF6,I2,1273,,,1.874,-0.00141,3.7E-5,,,"For 100% Na3AlF6 at 1273 K, the results are in exact accord with the recommended data set.",
NaCl-Na4P2O7,0-100,P1,1270,1370,,2.5876,-3.201E-4,,,,"For 100% Na4P2O7, the results have been advanced as the recommended data set.",
NaCl-Na4P2O7,19.7-80.3,P1,1230,1370,,2.6498,-3.941E-4,,,,,
NaCl-Na4P2O7,35.3-64.7,P1,1220,1370,,2.5775,-3.72E-4,,,,,
NaCl-Na4P2O7,50.2-49.8,P1,1170,1370,,2.5031,-3.68E-4,,,,,
NaCl-Na4P2O7,68.4-31.6,P1,1070,1370,,2.4443,-4.143E-4,,,,,
NaCl-Na4P2O7,80.0-20.0,P1,1070,1370,,2.3712,-4.436E-4,,,,,
NaCl-Na4P2O7,100-0,P1,1080,1370,,2.132,-5.429E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1080 K, -0.5%, 1350 K, -0.5%.",
NaCl-NdCl3,15.0-85.0,P1,1021,1273,,4.12,-8.43E-4,,,,,
NaCl-NdCl3,31.5-68.5,P1,1005,1281,,3.93,-8.57E-4,,,,,
NaCl-NdCl3,44.7-55.3,P1,1023,1282,,3.703,-7.83E-4,,,,,
NaCl-NdCl3,60.7-39.3,P1,1016,1283,,3.351,-7.2E-4,,,,,
NaCl-NdCl3,73.8-26.2,P1,1093,1283,,3.032,-6.92E-4,,,,,
NaCl-NdCl3,87.5-12.5,P1,1131,1284,,2.522,-5.37E-4,,,,,
NaCl-NdCl3,100-0,P1,1111,1294,,2.181,-5.73E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1111 K 0.5%, 1294 K 0.2%.",
NaCl-PbCl2,0.0-100.0,P1,920,1060,,6.089,-0.001477,,,,"For 100% PbCl2, the results are in exact accord with the recommended data set.",
NaCl-PbCl2,25.0-75.0,P1,770,970,,5.435,-0.001352,,,,,
NaCl-PbCl2,50.0-50.0,P1,830,1030,,4.568,-0.001124,,,,,
NaCl-PbCl2,75.2-24.8,P1,980,1070,,3.517,-8.64E-4,,,,,
NaCl-PrCl3,24.8-75.2,P1,1093,1273,,3.842,-7.11E-4,,,,,
NaCl-PrCl3,38.1-61.9,P1,1098,1273,,3.622,-7.08E-4,,,,,
NaCl-PrCl3,60.6-39.4,P1,1103,1273,,3.229,-6.71E-4,,,,,
NaCl-PrCl3,74.2-25.8,P1,1083,1273,,2.939,-6.1E-4,,,,,
NaCl-PrCl3,88.4-11.6,P1,1113,1278,,2.685,-6.66E-4,,,,,
NaCl-PrCl3,100-0,P1,1111,1294,,2.181,-5.73E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1111 K 0.5%, 1294 K 0.2%.",
NaCl-RbCl,0-100,P1,1020,1230,,3.0863,-8.514E-4,,,,"For 100% RbCl, the departures from the recommended data set are: 1010 K, -0.1%, 1230 K, +0.3%.",
NaCl-RbCl,25-75,P1,1000,1150,,2.9095,-8.016E-4,,,,,
NaCl-RbCl,50-50,P1,1010,1150,,2.6952,-7.303E-4,,,,,
NaCl-RbCl,75-25,P1,1010,1170,,2.6034,-7.988E-4,,,,,
NaCl-RbCl,100-0,P1,1090,1170,,2.139,-5.444E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1090 K, +0.2%, 1170 K, -0.5%.",
NaCl-SrCl2,0-100,P1,1168,1273,,3.2257,-4.5E-4,,,,"For 100% SrCl2, the departures from the recommended data set are: 1170 K, -0.5%, 1270 K, -0.05%.",
NaCl-SrCl2,10-90,P1,1111,1273,,3.1521,-4.6E-4,,,,,
NaCl-SrCl2,20-80,P1,1052,1273,,3.0746,-4.7E-4,,,,,
NaCl-SrCl2,30-70,P1,986,1273,,2.9872,-4.8E-4,,,,,
NaCl-SrCl2,40-60,P1,924,1273,,2.8801,-4.8E-4,,,,,
NaCl-SrCl2,50-50,P1,861,1273,,2.7796,-4.9E-4,,,,,
NaCl-SrCl2,60-40,P1,931,1273,,2.6721,-5.E-4,,,,,
NaCl-SrCl2,70-30,P1,985,1273,,2.5429,-5.E-4,,,,,
NaCl-SrCl2,80-20,P1,1028,1273,,2.4136,-5.1E-4,,,,,
NaCl-SrCl2,90-10,P1,1066,1273,,2.271,-5.2E-4,,,,,
NaCl-SrCl2,100-0,P1,1093,1273,,2.1061,-5.2E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1095 K, -0.5%, 1270 K, -0.9%.",
NaCl-ThCl4,0-100,P1,1050,1120,,4.823,-0.0014,,,,"For 100% ThCl4, the results have been advanced as the recommended data set.",
NaCl-ThCl4,22-78,P1,960,1120,,4.288,-0.00107,,,,,
NaCl-ThCl4,40-60,P1,820,1070,,4.129,-0.00104,,,,,
NaCl-ThCl4,47-53,P1,740,1070,,4.024,-0.00101,,,,,
NaCl-ThCl4,55-45,P1,680,1070,,3.905,-0.00101,,,,,
NaCl-ThCl4,60-40,P1,690,1070,,3.828,-9.9E-4,,,,,
NaCl-ThCl4,64-36,P1,710,1070,,3.772,-9.8E-4,,,,,
NaCl-ThCl4,67-33,P1,710,1070,,3.692,-9.8E-4,,,,,
NaCl-ThCl4,70-30,P1,720,1070,,3.643,-9.7E-4,,,,,
NaCl-ThCl4,73-27,P1,670,1070,,3.589,-9.7E-4,,,,,
NaCl-ThCl4,76-24,P1,790,1070,,3.472,-9.2E-4,,,,,
NaCl-ThCl4,80-20,P1,880,1120,,3.228,-8.6E-4,,,,,
NaCl-ThCl4,84-16,P1,940,1120,,3.164,-8.5E-4,,,,,
NaCl-ThCl4,89-11,P1,1010,1170,,2.824,-7.5E-4,,,,,
NaCl-ThCl4,100-0,P1,1080,1170,,2.086,-5.E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1080 K, -0.5%, 1170 K, -0.2%.",
NaCl-UCl3,46.2-53.8,P1,980,1270,,6.639,-0.0030582,,,,,
NaCl-UCl3,75.3-24.7,P1,980,1270,,4.29,-0.0015903,,,,,
NaCl-UCl3,91.3-8.7,P1,980,1270,,2.7796,-6.828E-4,,,,,
NaCl-UCl3,98.4-1.6,P1,980,1270,,2.2075,-5.655E-4,,,,,
NaCl-UCl4,0.00-100.00,P1,870,940,,5.2508,-0.0019455,,,,"For 100% UCl4, the results have been advanced as the recommended data set.",
NaCl-UCl4,3.41-96.59,P1,870,930,,4.9313,-0.0016147,,,,,
NaCl-UCl4,7.04-92.96,P1,860,920,,4.8592,-0.001562,,,,,
NaCl-UCl4,11.87-88.13,P1,850,910,,4.7175,-0.0014402,,,,,
NaCl-UCl4,19.08-80.92,P1,830,920,,4.6915,-0.0014773,,,,,
NaCl-UCl4,38.85-61.15,P1,790,920,,4.4491,-0.0014268,,,,,
NaCl-UCl4,48.76-51.24,P1,780,920,,4.1291,-0.0012157,,,,,
NaCl-UCl4,55.72-44.28,P1,830,910,,3.8614,-0.0010237,,,,,
NaCl-UCl4,67.80-32.20,P1,880,910,,3.4098,-7.707E-4,,,,,
NaCl-YCl3,15.0-85.0,P1,1085,1272,,3.001,-4.515E-4,,,,,
NaCl-YCl3,30.2-69.8,P1,1071,1275,,3.036,-6.219E-4,,,,,
NaCl-YCl3,40.9-59.1,P1,1080,1278,,2.913,-5.398E-4,,,,,
NaCl-YCl3,55.8-44.2,P1,1070,1270,,2.732,-5.367E-4,,,,,
NaCl-YCl3,71.9-28.1,P1,1080,1263,,2.567,-5.264E-4,,,,,
NaCl-YCl3,85.1-14.9,P1,1070,1233,,2.44,-5.501E-4,,,,,
NaCl-ZnCl2,0.00-100.00,P1,590,830,,2.8375,-5.2926E-4,,,,"For 100% ZnCl2, the results have been advanced as the recommended data set.",
NaCl-ZnCl2,2.61-97.39,P1,590,780,,2.8426,-5.555E-4,,,,,
NaCl-ZnCl2,4.60-95.40,P1,590,860,,2.8391,-5.532E-4,,,,,
NaCl-ZnCl2,6.21-93.79,P1,590,760,,2.8427,-5.7501E-4,,,,,
NaCl-ZnCl2,9.70-90.30,P1,590,860,,2.8202,-5.5558E-4,,,,,
NaCl-ZnCl2,12.50-87.50,P1,600,770,,2.8179,-5.7254E-4,,,,,
NaCl-ZnCl2,19.20-80.80,P1,600,730,,2.8189,-6.1266E-4,,,,,
NaCl-ZnCl2,24.40-75.60,P1,580,770,,2.8011,-6.2198E-4,,,,,
NaCl-ZnCl2,29.80-70.20,P1,570,860,,2.8091,-6.6262E-4,,,,,
NaCl-ZnCl2,39.60-60.40,P1,570,770,,2.7582,-6.7248E-4,,,,,
NaCl-ZnCl2,40.70-59.30,P1,560,880,,2.7563,-6.7338E-4,,,,,
NaCl-ZnCl2,43.5-56.5,P1,595,736,,2.649,-6.473E-4,,,,,
NaCl-ZnCl2,46.60-53.40,P1,570,860,,2.7068,-6.5899E-4,,,,,
NaCl-ZnCl2,55.30-44.70,P1,640,870,,2.6269,-6.4288E-4,,,,,
NaCl-ZnCl2,65.00-35.00,P1,740,840,,2.5626,-6.466E-4,,,,,
NaCl-ZnCl2,100-0,P1,1078,1232,,2.146,-5.507E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1080 K, -0.1%, 1230 K, -0.2%.",
NaClO3,100,P1,540,555,1%,2.5728,-8.7933E-4,,,,,
NaClO3-NaNO3,38.9-61.1,P1,520,560,,2.4798,-8.7E-4,,,,,
NaClO3-NaNO3,51.5-48.5,P1,510,560,,2.5097,-8.871E-4,,,,,
NaClO3-NaNO3,72.7-27.3,P1,510,560,,2.5362,-8.8E-4,,,,,
NaClO3-NaNO3,100-0,P1,540,560,,2.5728,-8.7933E-4,,,,"For 100% NaClO3, the results have been advanced as the recommended data set.",
NaClO4-NaNO3,0-100,P1,590,680,,2.3206,-7.151E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 590 K, 0.0%,680 K, -0.7%.",
NaClO4-NaNO3,10-90,P1,580,670,,2.303,-6.5E-4,,,,,
NaClO4-NaNO3,20-80,P1,540,670,,2.31,-6.34E-4,,,,,
NaClO4-NaNO3,38.5-61.5,P1,500,670,,2.376,-6.71E-4,,,,,
NaClO4-NaNO3,45-55,P1,540,670,,2.405,-6.91E-4,,,,,
NaClO4-NaNO3,70-30,P1,660,670,,2.464,-7.23E-4,,,,,
NaC2H3O2,100,P1,610,620,1%,1.688,-7.02E-4,,,,,
NaC2H3O2-RbC2H3O2,0-100,P1,570,620,,2.503,-9.515E-4,,,,"For 100% RbC2H3O2, the results have been advanced as the recommended data set.",
NaC2H3O2-RbC2H3O2,25-75,P1,590,620,,2.274,-8.313E-4,,,,,
NaC2H3O2-RbC2H3O2,50-50,P1,590,620,,2.112,-8.308E-4,,,,,
NaC2H3O2-RbC2H3O2,75-25,P1,590,620,,1.875,-7.302E-4,,,,,
NaC2H3O2-RbC2H3O2,100-0,P1,610,620,,1.688,-7.02E-4,,,,"For 100% NaC2H3O2, the results have been advanced as the recommended data set.",
NaF,100,P1,1280,1370,1%,2.755,-6.36E-4,,,,,
NaF-Na2B4O7,74-38 Na2B4O7,I2,1223,,,2.272,-0.00188,1.5E-5,,,,
NaF-Na2ZrF6,0-100,P1,1070,1270,,2.645,-5.6E-4,,,,"For 100% Na2ZrF6, the results have been advanced as the recommended data set.",
NaF-Na2ZrF6,20-80,P1,1070,1270,,3.569,-8.6E-4,,,,,
NaF-Na2ZrF6,40-60,P1,1070,1270,,3.621,-8.9E-4,,,,,
NaF-Na2ZrF6,60-40,P1,1070,1270,,3.631,-9.1E-4,,,,,
NaF-Na2ZrF6,80-20,P1,1070,1270,,3.413,-7.9E-4,,,,,
NaF-Na3AlF6,0-100,P1,1273,1353,,3.2892,-9.3797E-4,,,,"For 100% Na3AlF6, the results have been advanced as the recommended data set.",
NaF-Na3AlF6,21-79,P1,1280,1340,,3.311,-9.5E-4,,,,,
NaF-Na3AlF6,36-64,P1,1280,1340,,3.275,-9.2E-4,,,,,
NaF-Na3AlF6,47-53,P1,1260,1340,,3.265,-9.1E-4,,,,,
NaF-Na3AlF6,56-44,P1,1260,1340,,3.263,-9.1E-4,,,,,
NaF-Na3AlF6,77-23,P1,1220,1340,,3.083,-7.9E-4,,,,,
NaF-Na3AlF6,100-0,P1,1260,1340,,2.733,-6.1E-4,,,,"For 100% NaF, the departures from the recommended data set are: 1260 K, +0.5%,1340 K, +0.7%.",
NaF-SmF3,50.0-50.0,P1,1280,1340,,5.324,-8.553E-4,,,,,
NaF-SmF3,60.0-40.0,P1,1130,1340,,4.901,-8.255E-4,,,,,
NaF-SmF3,70.0-30.0,P1,1110,1340,,4.335,-6.943E-4,,,,,
NaF-SmF3,80.0-20.0,P1,1110,1340,,4.101,-8.282E-4,,,,,
NaF-SmF3,90.0-10.0,P1,1210,1340,,3.233,-5.764E-4,,,,,
NaF-SmF3,100.0-0.0,P1,1280,1340,,2.682,-6.151E-4,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, -2.4%,1340 K, -2.3%.",
NaF-ThF4,50.0-50.0,P1,1080,1350,,5.973,-8.154E-4,,,,,
NaF-ThF4,60.0-40.0,P1,1125,1350,,6.042,-0.001363,,,,,
NaF-ThF4,67.0-33.0,P1,1095,1350,,5.241,-0.00104,,,,,
NaF-ThF4,80.0-20.0,P1,1125,1350,,4.039,-6.512E-4,,,,,
NaF-ThF4,88.0-12.0,P1,1185,1350,,3.881,-8.61E-4,,,,,
NaF-ThF4,100.0-0.0,P1,1275,1350,,2.682,-6.151E-4,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, -2.4%,1340 K, -2.3%.",
NaF-UF4,25.0-75.0,P1,1215,1350,,10.907,-0.003982,,,,,
NaF-UF4,45.3-54.7,P1,1080,1350,,7.485,-0.001903,,,,,
NaF-UF4,54.0-46.0,P1,1080,1350,,6.256,-0.001174,,,,,
NaF-UF4,65.0-35.0,P1,1080,1350,,5.815,-0.00135,,,,,
NaF-UF4,78.0-22.0,P1,1080,1350,,4.753,-9.388E-4,,,,,
NaF-UF4,85.0-15.0,P1,1155,1350,,5.52,-0.001964,,,,,
NaF-UF4,100.0-0.0,P1,1275,1350,,2.682,-6.151E-4,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, -2.4%,1340 K, -2.3%.",
NaF-YF3,50.0-50.0,P1,1230,1350,,4.487,-9.957E-4,,,,,
NaF-YF3,68.0-32.0,P1,1035,1350,,3.779,-8.11E-4,,,,,
NaF-YF3,71.0-29.0,P1,1005,1350,,3.445,-6.178E-4,,,,,
NaF-YF3,80.0-20.0,P1,1110,1350,,3.321,-7.071E-4,,,,,
NaF-YF3,90.0-10.0,P1,1215,1350,,3.239,-7.947E-4,,,,,
NaF-YF3,100.0-0.0,P1,1275,1350,,2.682,-6.151E-4,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, -2.4%,1340 K, -2.3%.",
NaF-ZrF4,0-25 ZrF4,I4,1323,,,1.91,0.02307,0.001019,-8.043E-5,1.364E-6,"For 100% NaF at 1323 K, the departure from the recommended data set is -0.8%.",
NaHSO4,100,P1,473,512,1.5%,2.6587,-9.259E-4,,,,NaHSO4: Recommended data.,
NaI,100,P1,945,1185,1%,3.6274,-9.491E-4,,,,,
NaI-NdI3,0.00-100.00,P1,1120,1190,,5.4069,-0.0010701,,,,"For 100% NdI3, the results have been advanced as the recommended data set.",
NaI-NdI3,22.62-77.38,P1,1060,1160,,5.0558,-9.701E-4,,,,,
NaI-NdI3,42.39-57.61,P1,1040,1180,,4.9113,-0.0010503,,,,,
NaI-NdI3,62.20-37.80,P1,1040,1170,,4.5668,-9.952E-4,,,,,
NaI-NdI3,72.32-27.68,P1,1060,1180,,4.3886,-9.911E-4,,,,,
NaI-NdI3,80.41-19.59,P1,1060,1180,,4.1388,-9.397E-4,,,,,
NaI-NdI3,100.00-0.00,P1,1030,1180,,3.5743,-8.951E-4,,,,"For 100% NaI, the departures from the recommended data set are: 960 K, +1.2%, 1120 K, +1.8%.",
NaI-RbI,0-100,P1,950,1120,,3.9667,-0.0011613,,,,"For 100% RbI, the departures from the recommended data set are: 950 K, -0.02%,1120 K, -0.11%.",
NaI-RbI,50-50,P1,970,1130,,3.7984,-0.0010695,,,,,
NaI-RbI,100-0,P1,960,1120,,3.6144,-9.392E-4,,,,"For 100% NaI, the departures from the recommended data set are: 960 K, -0.12%,1120 K, -0.09%.",
NaNO2,100,P1,553,723,3%,2.226,-7.46E-4,,,,,
NaNO2-NaNO3,0-100,P1,595,760,,2.26498,-6.2576E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 595 K, -0.2%, 760 K, 0.0%.",
NaNO2-NaNO3,10-90,P1,580,760,,2.253,-6.2576E-4,,,,,
NaNO2-NaNO3,20-80,P1,565,760,,2.2411,-6.2576E-4,,,,,
NaNO2-NaNO3,30-70,P1,535,760,,2.2291,-6.2576E-4,,,,,
NaNO2-NaNO3,40-60,P1,505,760,,2.2172,-6.2576E-4,,,,,
NaNO2-NaNO3,50-50,P1,505,760,,2.2053,-6.2576E-4,,,,,
NaNO2-NaNO3,60-40,P1,520,760,,2.1933,-6.2576E-4,,,,,
NaNO2-NaNO3,67.5-32.5,P1,565,760,,2.1844,-6.2576E-4,,,,,
NaNO2-NaNO3,70-30,P1,565,760,,2.1814,-6.2576E-4,,,,,
NaNO2-NaNO3,80-20,P1,580,760,,2.1694,-6.2576E-4,,,,,
NaNO2-NaNO3,90-10,P1,580,760,,2.1575,-6.2576E-4,,,,,
NaNO2-NaNO3,100-0,P1,580,760,,2.1619,-6.4965E-4,,,,"For 100% NaNO2, the departures from the recommended data set are: 580 K, -0.4%, 760 K, +0.6%.",
NaNO2-Na2MoO4,0-100,P1,980,1120,,3.439,-6.17E-4,,,,"For 100% Na2MoO4, the departures from the recommended data set are: 960 K, +3.0%, 1120 K, +1.7%.",
NaNO2-Na2MoO4,10-90,P1,920,1120,,3.23,-4.8E-4,,,,,
NaNO2-Na2MoO4,20-80,P1,920,1120,,3.153,-4.84E-4,,,,,
NaNO2-Na2MoO4,30-70,P1,880,1120,,3.041,-4.57E-4,,,,,
NaNO2-Na2MoO4,40-60,P1,880,1120,,2.952,-4.6E-4,,,,,
NaNO2-Na2MoO4,50-50,P1,820,1120,,2.87,-4.76E-4,,,,,
NaNO2-Na2MoO4,60-40,P1,820,1040,,2.767,-4.87E-4,,,,,
NaNO2-Na2MoO4,70-30,P1,780,1040,,2.658,-5.06E-4,,,,,
NaNO2-Na2MoO4,75-25,P1,780,1000,,2.601,-5.3E-4,,,,,
NaNO2-Na2MoO4,80-20,P1,760,960,,2.517,-5.32E-4,,,,,
NaNO2-Na2MoO4,84-16,P1,720,920,,2.446,-5.33E-4,,,,,
NaNO2-Na2MoO4,88-12,P1,680,880,,2.383,-5.47E-4,,,,,
NaNO2-Na2MoO4,92-8,P1,680,870,,2.301,-5.31E-4,,,,,
NaNO2-Na2MoO4,96.5-3.5,P1,680,840,,2.187,-5.03E-4,,,,,
NaNO2-Na2MoO4,100-0,P1,680,820,,2.022,-3.93E-4,,,,"For 100% NaNO2, the departures from the recommended data set are: 580 K, +0.06%, 820 K, +5.3%.",
NaNO2-Na2WO4,0-100,P1,970,1110,,4.487,-5.33E-4,,,,"For 100% Na2WO4, the departures from the recommended data set are: 970 K, +3.0%, 1110 K, +4.0%.",
NaNO2-Na2WO4,10-90,P1,930,1110,,4.242,-3.71E-4,,,,,
NaNO2-Na2WO4,20-80,P1,910,1110,,4.147,-4.17E-4,,,,,
NaNO2-Na2WO4,30-70,P1,870,1110,,3.999,-4.63E-4,,,,,
NaNO2-Na2WO4,40-60,P1,870,1110,,3.858,-5.1E-4,,,,,
NaNO2-Na2WO4,50-50,P1,830,1110,,3.57,-4.52E-4,,,,,
NaNO2-Na2WO4,60-40,P1,830,1070,,3.327,-4.4E-4,,,,,
NaNO2-Na2WO4,70-30,P1,770,990,,3.167,-5.65E-4,,,,,
NaNO2-Na2WO4,75-25,P1,790,970,,3.062,-6.12E-4,,,,,
NaNO2-Na2WO4,80-20,P1,750,910,,2.911,-6.07E-4,,,,,
NaNO2-Na2WO4,84-16,P1,750,890,,2.895,-7.4E-4,,,,,
NaNO2-Na2WO4,88-12,P1,710,870,,2.69,-6.74E-4,,,,,
NaNO2-Na2WO4,92-8,P1,670,850,,2.48,-7.27E-4,,,,,
NaNO2-Na2WO4,98-2,P1,620,840,,2.218,-5.48E-4,,,,,
NaNO2-Na2WO4,100-0,P1,620,830,,2.038,-4.24E-4,,,,"For 100% NaNO2, the departures from the recommended data set are: 620 K, -0.04%, 820 K, +4.7%.",
NaNO3,100,P1,583,643,0.5%,2.32,-7.15E-4,,,,,
NaNO3-NaOH,0-100,P1,598,823,,2.159,-6.04E-4,,,,"For 100% NaOH, the departures from the recommended data set are: 600 K, +0.9%,820 K, -0.7%.",
NaNO3-NaOH,10-90,P1,573,753,,2.187,-6.73E-4,,,,,
NaNO3-NaOH,18-82,P1,553,753,,2.115,-5.89E-4,,,,,
NaNO3-NaOH,25-75,P1,553,753,,1.972,-4.18E-4,,,,,
NaNO3-NaOH,34-66,P1,553,753,,2.028,-4.87E-4,,,,,
NaNO3-NaOH,37-63,P1,553,753,,2.176,-6.88E-4,,,,,
NaNO3-NaOH,45-55,P1,553,753,,2.111,-5.62E-4,,,,,
NaNO3-NaOH,50-50,P1,553,753,,2.2,-6.74E-4,,,,,
NaNO3-NaOH,60-40,P1,553,753,,2.183,-6.05E-4,,,,,
NaNO3-NaOH,72-28,P1,553,753,,2.182,-6.E-4,,,,,
NaNO3-NaOH,90-10,P1,573,753,,2.268,-6.69E-4,,,,,
NaNO3-NaOH,100-0,P1,583,753,,2.116,-7.29E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 590 K, -11%,750 K, -13%.",
NaNO3-Na2MoO4,0-100,P1,970,1090,,3.439,-6.17E-4,,,,"For 100% Na2MoO4, the departures from the recommended data set are: 970 K, +3.0%, 1090 K, +1.6%.",
NaNO3-Na2MoO4,10-90,P1,930,1090,,3.413,-6.32E-4,,,,,
NaNO3-Na2MoO4,20-80,P1,890,1090,,3.229,-5.19E-4,,,,,
NaNO3-Na2MoO4,30-70,P1,850,1090,,3.1368,-5.108E-4,,,,,
NaNO3-Na2MoO4,40-60,P1,850,1090,,3.0756,-3.434E-4,,,,,
NaNO3-Na2MoO4,50-50,P1,830,1090,,2.9327,-5.004E-4,,,,,
NaNO3-Na2MoO4,60-40,P1,810,1050,,2.7933,-4.739E-4,,,,,
NaNO3-Na2MoO4,70-30,P1,770,1050,,2.75,-5.66E-4,,,,,
NaNO3-Na2MoO4,75-25,P1,770,970,,2.6484,-5.347E-4,,,,,
NaNO3-Na2MoO4,80-20,P1,730,930,,2.5634,-5.389E-4,,,,,
NaNO3-Na2MoO4,85-15,P1,710,910,,2.526,-5.79E-4,,,,,
NaNO3-Na2MoO4,90-10,P1,670,890,,2.437,-5.68E-4,,,,,
NaNO3-Na2MoO4,96-4,P1,630,850,,2.384,-6.39E-4,,,,,
NaNO3-Na2MoO4,100-0,P1,630,810,,2.2663,-6.059E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 630 K, +0.9%, 810 K, +1.7%.",
NaNO3-Na2WO4,0-100,P1,970,1110,,4.6515,-6.86E-4,,,,"For 100% Na2WO4, the departures from the recommended data set are: 970 K, +3.4%, 1110 K, +3.9%.",
NaNO3-Na2WO4,10-90,P1,930,1110,,4.729,-8.14E-4,,,,,
NaNO3-Na2WO4,20-80,P1,950,1110,,4.534,-7.34E-4,,,,,
NaNO3-Na2WO4,30-70,P1,870,1110,,4.296,-7.05E-4,,,,,
NaNO3-Na2WO4,40-60,P1,870,1110,,4.04,-6.567E-4,,,,,
NaNO3-Na2WO4,50-50,P1,830,1110,,3.7878,-6.393E-4,,,,,
NaNO3-Na2WO4,60-40,P1,830,1070,,3.532,-6.42E-4,,,,,
NaNO3-Na2WO4,70-30,P1,830,1070,,2.264,-6.587E-4,,,,,
NaNO3-Na2WO4,75-25,P1,810,1050,,3.062,-6.08E-4,,,,,
NaNO3-Na2WO4,80-20,P1,790,950,,2.9486,-6.607E-4,,,,,
NaNO3-Na2WO4,85-15,P1,770,970,,2.7695,-6.382E-4,,,,,
NaNO3-Na2WO4,90-10,P1,750,930,,2.5773,-6.16E-4,,,,,
NaNO3-Na2WO4,95-5,P1,710,890,,2.4232,-6.045E-4,,,,,
NaNO3-Na2WO4,98-2,P1,630,850,,2.357,-6.28E-4,,,,,
NaNO3-Na2WO4,100-0,P1,630,830,,2.3359,-6.931E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 630 K, +1.7%, 830 K, +1.8%.",
NaNO3-Pb(NO3)2,75-25,P1,600,640,,3.2826,-9.2603E-4,,,,,
NaNO3-Pb(NO3)2,80-20,P1,580,650,,3.1228,-8.9431E-4,,,,,
NaNO3-Pb(NO3)2,84.2-15.8,P1,570,650,,2.9743,-8.5864E-4,,,,,
NaNO3-Pb(NO3)2,85-15,P1,560,660,,2.9444,-8.5091E-4,,,,,
NaNO3-Pb(NO3)2,90-10,P1,570,670,,2.7466,-7.9583E-4,,,,,
NaNO3-Pb(NO3)2,95-5,P1,580,690,,2.5284,-7.2906E-4,,,,,
NaNO3-Pb(NO3)2,100-0,P1,600,730,,2.2887,-6.5061E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 600 K, +0.3%, 730 K, +0.4%.",
NaNO3-RbNO3,0-100,P1,595,730,,3.118,-0.0010508,,,,"For 100% RbNO3, the departures from the recommended data set are: 600 K, -0.3%, 730 K, -0.2%.",
NaNO3-RbNO3,20-80,P1,490,730,,2.975,-9.738E-4,,,,,
NaNO3-RbNO3,40-60,P1,505,745,,2.849,-9.412E-4,,,,,
NaNO3-RbNO3,41-59,P1,505,745,,2.842,-9.379E-4,,,,,
NaNO3-RbNO3,60-40,P1,505,745,,2.701,-8.889E-4,,,,,
NaNO3-RbNO3,80-20,P1,580,745,,2.494,-7.67E-4,,,,,
NaNO3-RbNO3,100-0,P1,610,745,,2.309,-6.949E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 610 K, 0.0%,740 K, -0.3%.",
NaNO3-TlNO3,0-100,P1,490,620,,5.696,-0.001665,,,,"For 100% TlNO3, the departures from the recommended data set are: 490 K, +0.09%, 620 K, +0.15%.",
NaNO3-TlNO3,10-90,P1,470,620,,5.44,-0.00161,,,,,
NaNO3-TlNO3,20-80,P1,443,613,,5.214,-0.00164,,,,,
NaNO3-TlNO3,23-77,P1,460,610,,5.136,-0.0016309,,,,,
